brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,horsepower,litres,cylinders,reselling_time,registration_date,reselling_date
BMW,M440 i xDrive,2021,24300,Hybrid,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Gray,Beige,None reported,Yes,49999,382.0,3.0,6.0,,2023-10-03,
Cadillac,Escalade Premium,2010,104000,E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,Gray,–,None reported,Yes,19500,403.0,6.2,8.0,,2023-09-25,
Volvo,S60 T6 Momentum,2020,46250,Gasoline,2.0L I4 16V GDI DOHC,8-Speed Automatic,White,Brown,At least 1 accident or damage reported,Yes,27800,366.0,2.0,4.0,26.0,2023-06-03,2023-06-29
Chrysler,Pacifica Hybrid Touring L,2022,61494,Hybrid,3.6L V6 24V MPFI DOHC Hybrid,Automatic CVT,Green,Black,None reported,No,35850,293.0,3.6,6.0,25.0,2023-09-21,2023-10-16
Jeep,Wrangler Unlimited Sport,2020,24040,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Silver,Black,None reported,Yes,35273,257.0,2.0,4.0,23.0,2023-05-28,2023-06-20
Toyota,Highlander Base,2001,231581,Gasoline,220.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,4300,220.0,3.0,6.0,,2023-09-28,
Ford,F-150 Lariat,2019,81000,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,Yes,38500,375.0,3.5,6.0,85.0,2023-02-17,2023-05-13
Land,Rover Discovery Sport S R-Dynamic,2022,23568,Gasoline,2.0 Liter,Automatic,Silver,Beige,None reported,No,44998,250.0,2.0,4.5,85.0,2023-04-02,2023-06-26
Mazda,Mazda6 Touring,2020,78700,Gasoline,187.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,18000,187.0,2.5,4.0,92.0,2023-02-16,2023-05-19
Kia,Optima EX,2015,109580,Gasoline,192.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,At least 1 accident or damage reported,Yes,11900,192.0,2.4,4.0,,2023-09-24,
Lexus,RX 350 Base,2009,178000,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,At least 1 accident or damage reported,Yes,4500,270.0,3.5,6.0,,2023-08-23,
Mitsubishi,Outlander Sport 2.4 SE,2016,131193,Gasoline,2.4L I4 16V MPFI DOHC,Automatic CVT,Black,Black,None reported,Yes,11970,316.0,2.4,4.0,,2023-07-24,
Mercedes-Benz,GLS 450 Base 4MATIC,2017,106000,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,None reported,Yes,25900,362.0,3.0,6.0,126.0,2023-04-20,2023-08-24
Audi,A3 2.0T Premium,2019,28211,Gasoline,184.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,27500,184.0,2.0,4.0,126.0,2023-04-19,2023-08-23
Audi,A4 2.0T Premium,2015,91403,E85 Flex Fuel,2.0L I4 16V GDI DOHC Turbo Flexible Fuel,8-Speed Automatic,Silver,Gray,None reported,No,14998,196.0,2.0,4.0,132.0,2023-02-20,2023-07-02
Mercedes-Benz,CLA-Class CLA 250,2016,88600,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,16800,208.0,2.0,4.0,122.0,2023-02-18,2023-06-20
INFINITI,FX50 Base,2011,84900,Gasoline,390.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,Unknown,No,22450,390.0,5.0,8.0,,2023-09-27,
Kia,K5 EX,2021,11154,Gasoline,1.6L I4 16V GDI DOHC Turbo,8-Speed Automatic,Blue,Black,None reported,No,28998,352.0,1.6,4.0,57.0,2023-01-04,2023-03-02
BMW,X5 eDrive xDrive40e,2018,45090,Plug-In Hybrid,313.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,30750,313.0,2.0,4.0,,2023-09-23,
Mercedes-Benz,SLK-Class SLK230 Kompressor,2003,33272,Gasoline,192.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Gray,At least 1 accident or damage reported,Yes,11900,192.0,2.3,4.0,41.0,2023-07-22,2023-09-01
Jeep,Wrangler SE,2003,71000,Gasoline,150.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Gray,None reported,Yes,12499,150.0,2.4,4.0,33.0,2023-05-22,2023-06-24
Kia,Telluride SX,2020,55400,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Black,Unknown,No,36500,291.0,3.8,6.0,23.0,2023-06-17,2023-07-10
Land,Rover LR4 Lux,2012,141525,Gasoline,375.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,14490,375.0,5.0,8.0,46.0,2023-04-30,2023-06-15
Jaguar,XKR Base,2007,50000,Gasoline,420.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,At least 1 accident or damage reported,Yes,21900,420.0,4.2,8.0,46.0,2023-01-13,2023-02-28
BMW,M4 Base,2020,29140,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,M/T,Silver,–,None reported,Yes,71995,425.0,3.0,6.0,46.0,2023-01-05,2023-02-20
BMW,M340 i xDrive,2022,9000,Hybrid,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,White,Red,None reported,Yes,56900,382.0,3.0,6.0,,2023-09-18,
Mercedes-Benz,AMG GLE 53 AMG GLE 53,2021,5595,Hybrid,3.0 Liter Turbo,Automatic,Red,Black,None reported,No,83598,403.0,3.0,7.0,38.0,2023-03-28,2023-05-05
RAM,1500 Laramie,2022,34121,Gasoline,5.7L V8 16V MPFI OHV,Automatic,Gray,Black,None reported,No,48190,424.0,5.7,8.0,37.0,2023-02-20,2023-03-29
BMW,ALPINA B7 Base,2013,36750,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,35999,445.0,4.4,8.0,3.0,2023-08-17,2023-08-20
Mercedes-Benz,C-Class C280 4MATIC,2007,49626,Gasoline,228.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,–,None reported,Yes,12000,228.0,3.0,6.0,2.0,2023-05-27,2023-05-29
Jeep,Compass High Altitude,2017,45000,Gasoline,172.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,16500,172.0,2.4,4.0,1.0,2023-07-24,2023-07-25
Toyota,Highlander Hybrid XLE,2019,69350,Hybrid,306.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,A/T,Black,Gray,None reported,Yes,36000,306.0,3.5,6.0,6.0,2023-03-04,2023-03-10
BMW,X5 M Base,2022,8307,Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Red,Brown,None reported,No,98900,284.0,4.4,8.0,7.0,2023-05-04,2023-05-11
BMW,M3 Base,1999,184700,Gasoline,240.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Blue,Gray,None reported,Yes,36950,240.0,3.2,6.0,,2023-08-25,
Maserati,Quattroporte S Q4 GranLusso,2018,57500,Gasoline,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,None reported,Yes,41900,424.0,3.0,6.0,,2023-08-20,
Acura,RDX Advance Package,2021,29000,Gasoline,272.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,39650,272.0,2.0,4.0,61.0,2023-06-06,2023-08-06
Mercedes-Benz,GLA-Class GLA 250 4MATIC,2015,61675,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,19000,208.0,2.0,4.0,,2023-09-01,
Mercedes-Benz,Sprinter 3500XD High Roof,2021,33300,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,7-Speed A/T,White,Black,None reported,Yes,45000,188.0,3.0,6.0,58.0,2023-08-17,2023-10-14
Cadillac,XTS Luxury,2014,62950,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,17498,304.0,3.6,6.0,60.0,2023-08-13,2023-10-12
Chevrolet,Camaro 2LT,2015,56675,Gasoline,323.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,19750,323.0,3.6,6.0,5.0,2023-02-17,2023-02-22
Porsche,Cayenne S,2013,92000,Gasoline,400.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Gray,None reported,Yes,23000,400.0,4.8,8.0,21.0,2023-03-30,2023-04-20
Dodge,Magnum R/T,2005,96000,Gasoline,340.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Brown,At least 1 accident or damage reported,Yes,12000,340.0,5.7,8.0,38.0,2023-03-29,2023-05-06
INFINITI,Q70 3.7X,2014,33500,Gasoline,330.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,23000,330.0,3.7,6.0,36.0,2023-04-20,2023-05-26
Land,Rover Range Rover SV Autobiography Dynamic SWB,2020,16754,Gasoline,557.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,None reported,Yes,112000,557.0,5.0,8.0,,2023-10-05,
Toyota,Camry Hybrid Base,2007,53249,Hybrid,147.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,9250,147.0,2.4,4.0,34.0,2023-04-24,2023-05-28
GMC,Acadia SLT-1,2016,119000,Gasoline,281.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Brown,None reported,Yes,12500,281.0,3.6,6.0,57.0,2023-04-02,2023-05-29
Lincoln,Corsair Reserve,2021,29336,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Black,Beige,None reported,No,36999,316.0,2.0,4.0,41.0,2023-02-25,2023-04-07
RAM,2500 SLT,2017,86000,Diesel,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,41000,350.0,6.7,6.0,36.0,2023-02-23,2023-03-31
RAM,3500 Laramie,2014,177000,Diesel,385.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,Black,–,At least 1 accident or damage reported,Yes,40500,385.0,6.7,6.0,85.0,2023-04-28,2023-07-22
Mercedes-Benz,GL-Class GL 450 4MATIC,2013,93500,Gasoline,362.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,15900,362.0,4.6,8.0,99.0,2023-04-25,2023-08-02
BMW,M5 Base,2018,47700,Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,–,At least 1 accident or damage reported,Yes,54999,600.0,4.4,8.0,99.0,2023-01-10,2023-04-19
Ford,Mustang SVT Cobra,2003,97496,Gasoline,390.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Gray,Unknown,No,24500,390.0,4.6,8.0,94.0,2023-06-18,2023-09-20
Acura,ILX Premium Package,2022,16120,Gasoline,2.4L I4 16V GDI DOHC,8-Speed Automatic with Auto-Shift,Gray,Brown,None reported,No,26599,332.0,2.4,4.0,95.0,2023-03-05,2023-06-08
Buick,Rainier CXL,2005,147589,Gasoline,275.0HP 4.2L Straight 6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,2800,275.0,4.2,6.0,,2023-10-08,
Cadillac,Escalade Luxury,2013,95570,E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,At least 1 accident or damage reported,Yes,22000,403.0,6.2,8.0,84.0,2023-07-21,2023-10-13
Mercedes-Benz,S-Class S 560,2018,45791,Gasoline,463.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,Gray,Gray,None reported,Yes,52000,463.0,4.0,8.0,72.0,2023-03-01,2023-05-12
INFINITI,QX80 Base,2016,60000,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Beige,At least 1 accident or damage reported,Yes,25950,400.0,5.6,8.0,72.0,2023-03-16,2023-05-27
Buick,Encore Preferred,2019,50000,Gasoline,138.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,18795,138.0,1.4,4.0,54.0,2023-03-05,2023-04-28
Mercedes-Benz,GLS 450 Base 4MATIC,2019,33481,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,9-Speed Automatic,Black,Beige,None reported,No,43999,174.0,3.0,6.0,53.0,2023-01-16,2023-03-10
Jeep,Liberty Limited,2010,107000,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,None reported,Yes,5900,210.0,3.7,6.0,35.0,2023-01-20,2023-02-24
Mercedes-Benz,S-Class S 63 AMG,2011,60000,Gasoline,536.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,37000,536.0,5.5,8.0,24.0,2023-05-17,2023-06-10
Audi,A8 L 3.0T,2016,55000,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Brown,None reported,Yes,28000,333.0,3.0,6.0,23.0,2023-05-31,2023-06-23
Mazda,CX-30 2.5 S Select Package,2022,4004,Gasoline,186.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,25500,186.0,2.5,4.0,23.0,2023-01-09,2023-02-01
Bentley,Continental GT Speed,2009,57800,Gasoline,600.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Beige,Unknown,No,59400,600.0,6.0,12.0,26.0,2023-05-06,2023-06-01
Bentley,Flying Spur V8,2022,27858,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic with Auto-Shift,Green,–,None reported,Yes,197750,446.0,4.0,8.0,8.0,2023-03-09,2023-03-17
Porsche,911 Carrera 4S,2018,31678,Gasoline,3.0 Liter,–,Silver,–,None reported,No,106798,369.0,3.0,6.0,5.0,2023-08-16,2023-08-21
Volkswagen,Golf R 4-Door,2016,47144,Gasoline,292.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,Yes,29950,292.0,2.0,4.0,6.0,2023-01-16,2023-01-22
Hyundai,Genesis Coupe 3.8 Grand Touring,2011,165454,Gasoline,306.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,4000,306.0,3.8,6.0,48.0,2023-05-15,2023-07-02
Ford,F-150 XLT,2018,98000,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,–,At least 1 accident or damage reported,Yes,25500,375.0,3.5,6.0,61.0,2023-01-14,2023-03-16
Hyundai,Tucson Limited,2020,39913,Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic,Red,Beige,None reported,No,22749,340.0,2.4,4.0,60.0,2023-07-14,2023-09-12
Ford,Mustang V6,2013,147191,Gasoline,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,12990,305.0,3.7,6.0,97.0,2023-01-31,2023-05-08
BMW,435 i,2014,53600,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,25980,300.0,3.0,6.0,96.0,2023-03-26,2023-06-30
Mercedes-Benz,AMG G 63 Base,2020,1750,Gasoline,577.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,Blue,Black,None reported,Yes,199995,577.0,4.0,8.0,96.0,2023-05-02,2023-08-06
Dodge,Challenger SRT Hellcat,2020,2750,Gasoline,797.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,104500,797.0,6.2,8.0,55.0,2023-08-09,2023-10-03
Porsche,Boxster Base,2013,40800,Gasoline,265.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,Beige,None reported,Yes,35500,265.0,2.7,6.0,39.0,2023-05-13,2023-06-21
Porsche,Macan Base,2018,36798,Gasoline,2.0L I4 16V GDI DOHC Turbo,7-Speed Automatic with Auto-Shift,Silver,Black,At least 1 accident or damage reported,Yes,49500,282.0,2.0,4.0,38.0,2023-07-29,2023-09-05
Ford,F-250 XL,2021,77699,Diesel,6.7L V8 32V DDI OHV Turbo Diesel,Automatic,White,–,Unknown,No,49883,298.0,6.7,8.0,10.0,2023-02-08,2023-02-18
Ford,Mustang GT,2010,87500,Gasoline,315.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Black,At least 1 accident or damage reported,Yes,14900,315.0,4.6,8.0,22.0,2023-08-13,2023-09-04
Chevrolet,Suburban LT,2020,93000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,38500,355.0,5.3,8.0,37.0,2023-07-09,2023-08-15
Mercedes-Benz,C-Class C 300 4MATIC,2018,41515,Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,Black,Black,None reported,Yes,28251,416.0,2.0,4.0,36.0,2023-03-09,2023-04-14
RAM,1500 Classic Warlock,2019,19000,E85 Flex Fuel,3.6L V6 24V MPFI DOHC Flexible Fuel,8-Speed Automatic,Blue,Black,At least 1 accident or damage reported,No,33242,478.0,3.6,6.0,38.0,2023-04-24,2023-06-01
BMW,M5 Base,2018,31090,Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Black,At least 1 accident or damage reported,Yes,68000,600.0,4.4,8.0,30.0,2023-01-11,2023-02-10
Mazda,Mazda3 FWD w/Premium Package,2022,21701,Gasoline,2.5L I4 16V,6-Speed Automatic,Blue,Black,None reported,No,25099,480.0,2.5,4.0,18.0,2023-01-04,2023-01-22
Nissan,Rogue SL,2016,97726,Gasoline,"2.5L I-4 DOHC, variable valve control, regular unleaded, engine",Variable,Gray,Beige,At least 1 accident or damage reported,No,15998,360.0,2.5,4.0,18.0,2023-08-25,2023-09-12
Audi,A7 3.0T Prestige,2015,73000,Diesel,240.0HP 3.0L V6 Cylinder Engine Diesel Fuel,8-Speed A/T,White,Gray,None reported,Yes,34000,240.0,3.0,6.0,25.0,2023-07-29,2023-08-23
Genesis,G80 3.8,2020,23600,Gasoline,311.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,31900,311.0,3.8,6.0,24.0,2023-04-13,2023-05-07
Rolls-Royce,Ghost Base,2016,8755,Gasoline,563.0HP 6.6L 12 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,166900,563.0,6.6,12.0,24.0,2023-01-10,2023-02-03
BMW,M6 Gran Coupe Base,2019,20500,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,67900,560.0,4.4,8.0,25.0,2023-03-24,2023-04-18
Ford,Mustang V6,2013,57912,Gasoline,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,18750,305.0,3.7,6.0,26.0,2023-02-01,2023-02-27
BMW,650 i,2009,35000,Gasoline,360.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,18500,360.0,4.8,8.0,11.0,2023-03-16,2023-03-27
Lincoln,MKC Reserve,2019,35469,Gasoline,2.3L I4 16V GDI DOHC Turbo,6-Speed Automatic,Black,–,Unknown,No,30890,289.0,2.3,4.0,3.0,2023-01-26,2023-01-29
Kia,Telluride EX,2022,14676,Gasoline,3.8L V6 24V GDI DOHC,8-Speed Automatic,Green,Gray,None reported,No,46787,365.0,3.8,6.0,3.0,2023-05-19,2023-05-22
Lincoln,Navigator Reserve,2022,13750,Gasoline,440.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Beige,None reported,Yes,79999,440.0,3.5,6.0,4.0,2023-01-27,2023-01-31
Mercedes-Benz,S-Class S 550 4MATIC,2015,13300,Gasoline,449.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,62500,449.0,4.7,8.0,4.0,2023-04-08,2023-04-12
Chevrolet,Suburban LT,2017,117000,Gasoline,6.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Beige,None reported,Yes,27000,392.0,6.0,8.0,27.0,2023-09-09,2023-10-06
Audi,A7 55 Premium,2020,27100,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,White,Black,None reported,Yes,50000,335.0,3.0,6.0,27.0,2023-07-23,2023-08-19
Ford,Mustang EcoBoost Premium,2017,89352,Gasoline,310.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,20989,310.0,2.3,4.0,39.0,2023-02-01,2023-03-12
Chevrolet,Cruze LS,2018,100000,Gasoline,153.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,8500,153.0,1.4,4.0,53.0,2023-01-07,2023-03-01
Land,Rover Range Rover HSE SWB,2020,16000,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Silver,Black,None reported,Yes,75500,395.0,3.0,6.0,53.0,2023-07-27,2023-09-18
BMW,650 i,2012,39960,Gasoline,400.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Brown,None reported,Yes,38995,400.0,4.4,8.0,29.0,2023-02-13,2023-03-14
Ford,Mustang Base,2008,119000,Gasoline,210.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,13500,210.0,4.0,6.0,55.0,2023-04-14,2023-06-08
Kia,K5 GT-Line,2022,10971,Gasoline,1.6L I4 16V GDI DOHC Turbo,8-Speed Automatic,White,Black,None reported,No,29998,182.0,1.6,4.0,45.0,2023-03-11,2023-04-25
Mazda,Mazda3 i Touring,2014,118500,Gasoline,155.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,M/T,Silver,Black,At least 1 accident or damage reported,Yes,11500,155.0,2.0,4.0,55.0,2023-05-14,2023-07-08
Kia,Stinger GT1,2021,8288,Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,45899,365.0,3.3,6.0,54.0,2023-08-14,2023-10-07
Mercedes-Benz,AMG G 63 Base,2017,73000,Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,78000,563.0,5.5,8.0,62.0,2023-02-05,2023-04-08
Ford,Thunderbird Premium,2005,82000,Gasoline,280.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,–,None reported,Yes,14900,280.0,3.9,8.0,47.0,2023-08-30,2023-10-16
GMC,Sierra 1500 SLT,2017,49105,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,39750,420.0,6.2,8.0,46.0,2023-02-21,2023-04-08
Chevrolet,Corvette Base,2005,36700,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,Yes,26000,400.0,6.0,8.0,21.0,2023-04-19,2023-05-10
BMW,650 i,2014,40000,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,34000,445.0,4.4,8.0,23.0,2023-09-16,2023-10-09
Nissan,Rogue SL,2017,78110,Gasoline,170.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,Unknown,No,17500,170.0,2.5,4.0,19.0,2023-07-15,2023-08-03
GMC,Acadia Denali,2015,74864,Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,None reported,Yes,19780,288.0,3.6,6.0,15.0,2023-03-20,2023-04-04
Cadillac,Escalade Premium Luxury Platinum,2021,15350,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,93500,420.0,6.2,8.0,16.0,2023-05-26,2023-06-11
Nissan,GT-R Premium,2010,46100,Gasoline,485.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,None reported,Yes,72999,485.0,3.8,6.0,16.0,2023-03-18,2023-04-03
Toyota,Highlander XLE,2018,61454,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,Yes,31000,295.0,3.5,6.0,17.0,2023-02-11,2023-02-28
BMW,X7 xDrive40i,2020,45241,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Blue,Brown,None reported,Yes,54500,335.0,3.0,6.0,17.0,2023-09-23,2023-10-10
INFINITI,QX60 Base,2018,48000,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Black,None reported,Yes,27000,295.0,3.5,6.0,11.0,2023-09-11,2023-09-22
Lexus,IS 250C Base,2010,68500,Gasoline,204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Beige,None reported,Yes,18500,204.0,2.5,6.0,8.0,2023-03-16,2023-03-24
GMC,Sierra 1500 Denali,2019,43433,Gasoline,5.3L V8 16V GDI OHV,Automatic,Blue,Beige,None reported,No,51899,261.0,5.3,8.0,8.0,2023-08-01,2023-08-09
Chevrolet,SSR Base,2005,122961,Gasoline,6.0L V8 16V MPFI OHV,4-Speed Automatic,Red,Brown,None reported,Yes,20995,318.0,6.0,8.0,35.0,2023-03-21,2023-04-25
Dodge,Challenger R/T,2014,92861,Gasoline,375.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Red,None reported,Yes,19750,375.0,5.7,8.0,48.0,2023-02-27,2023-04-16
Hyundai,Equus Signature,2016,72000,Gasoline,429.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,21400,429.0,5.0,8.0,52.0,2023-06-01,2023-07-23
Ford,Mustang GT,2003,83000,Gasoline,260.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,10500,260.0,4.6,8.0,,2023-09-05,
